name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Breeding Pool,True,2,34.715,28.0,2020-03-11
Hydroid Krasis,True,1,27.7,27.7,2020-03-11
Hydroid Krasis,False,1,18.24,18.05,2020-03-11
"Liliana, Dreadhorde General",False,1,15.5,15.29,2020-03-11
Steam Vents,False,1,11.04,10.53,2020-03-13
"Jace, Wielder of Mysteries",True,1,10.99,10.97,2020-03-13
Brazen Borrower,False,1,21.87,21.87,2020-03-14
