name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Veil of Summer,True,1,29.5,27.98,2020-04-11
Lotus Field,True,1,10.99,10.98,2020-04-12
"Heliod, Sun-Crowned",True,1,11.66,11.66,2020-04-12
"Karn, the Great Creator",True,1,11.99,11.99,2020-04-13
