2020-03-02 00:00:00;500;0;0;0
2020-03-03 00:00:00;365.73999999999995;134.26;5;3
2020-03-04 00:00:00;365.73999999999995;134.26;5;3
2020-03-05 00:00:00;374.29999999999995;128.57000000000002;7;4
2020-03-06 00:00:00;363.4799999999999;137.94;6;6
2020-03-07 00:00:00;338.95;166.6;7;7
2020-03-08 00:00:00;297.38;208.01000000000005;6;9
2020-03-09 00:00:00;331.80000000000007;183.91999999999996;8;6
2020-03-10 00:00:00;385.91000000000014;129.81;5;4
2020-03-11 00:00:00;253.1000000000002;265.64;7;8
2020-03-12 00:00:00;301.6000000000002;217.14000000000001;5;7
2020-03-13 00:00:00;246.55000000000024;268.22;7;11
2020-03-14 00:00:00;264.64000000000027;249.21;7;10
2020-03-15 00:00:00;236.80000000000032;277.37;7;12
2020-03-16 00:00:00;350.3300000000004;166.75;3;8
2020-03-17 00:00:00;346.37000000000035;173.51000000000002;5;7
2020-03-18 00:00:00;377.70000000000033;142.18;4;5
2020-03-19 00:00:00;384.26000000000033;136.47;4;7
2020-03-20 00:00:00;400.25000000000034;120.47999999999999;4;6
2020-03-21 00:00:00;373.9400000000004;147.95000000000002;4;7
2020-03-22 00:00:00;360.50000000000034;153.64000000000001;5;7
2020-03-23 00:00:00;291.57000000000033;219.45000000000005;9;9
2020-03-24 00:00:00;306.1400000000004;203.62999999999997;8;10
2020-03-25 00:00:00;164.87000000000035;343.11;14;12
2020-03-26 00:00:00;114.76000000000029;387.07000000000005;15;14
2020-03-27 00:00:00;160.24000000000026;360.48;12;11
2020-03-28 00:00:00;205.3900000000003;315.33;10;8
2020-03-29 00:00:00;168.8100000000003;371.15999999999997;17;11
2020-03-30 00:00:00;207.5200000000003;332.45;15;9
2020-03-31 00:00:00;184.5100000000003;349.87;17;6
2020-04-01 00:00:00;145.14000000000033;389.94;17;4
2020-04-02 00:00:00;131.7500000000003;401.64;16;6
2020-04-03 00:00:00;312.2900000000003;213.98;10;2
2020-04-04 00:00:00;246.91000000000025;297.49;10;7
2020-04-05 00:00:00;329.21000000000015;222.71000000000004;9;3
2020-04-06 00:00:00;420.2900000000002;135.51;8;3
2020-04-07 00:00:00;327.5800000000002;232.3;8;10
2020-04-08 00:00:00;293.21000000000015;268.65;13;6
2020-04-09 00:00:00;378.4100000000002;197.31000000000003;9;4
2020-04-10 00:00:00;193.4600000000002;364.82000000000005;15;11
2020-04-11 00:00:00;317.93000000000023;245.86;14;6
2020-04-12 00:00:00;378.9800000000003;184.81;10;6
2020-04-13 00:00:00;470.33000000000027;113.5;5;3
2020-04-14 00:00:00;504.11000000000024;79.72;3;3
2020-04-15 00:00:00;529.8800000000002;53.95;2;2
2020-04-17 00:00:00;537.3300000000003;46.5;1;2
2020-04-18 00:00:00;586.1600000000003;0;0;0
2020-04-19 00:00:00;586.1600000000003;0;0;0
2020-04-20 00:00:00;388.4700000000003;197.68999999999997;7;7
2020-04-21 00:00:00;388.4700000000003;197.68999999999997;7;7
2020-04-22 00:00:00;388.4700000000003;197.68999999999997;7;7
2020-04-23 00:00:00;388.4700000000003;197.68999999999997;7;7
2020-04-24 00:00:00;388.4700000000003;197.68999999999997;7;7
2020-04-25 00:00:00;537.8600000000002;48.3;2;2
2020-04-26 00:00:00;588.5800000000002;0;0;0
2020-04-27 00:00:00;566.1400000000001;22.439999999999998;1;1
2020-04-28 00:00:00;498.2800000000002;87.67000000000002;5;2
2020-04-29 00:00:00;385.49000000000024;205.98999999999998;9;3
2020-04-30 00:00:00;385.49000000000024;205.98999999999998;9;3
2020-05-01 00:00:00;413.91000000000025;186.61;7;6
2020-05-02 00:00:00;396.2500000000003;208.35999999999999;6;9
2020-05-03 00:00:00;322.60000000000014;291.1700000000001;9;7
2020-05-04 00:00:00;337.2500000000001;276.52000000000004;8;7
2020-05-05 00:00:00;360.9600000000002;259.70000000000005;9;5
2020-05-06 00:00:00;360.9600000000002;259.70000000000005;9;5
2020-05-07 00:00:00;377.11000000000024;252.54000000000002;10;4
2020-05-08 00:00:00;450.7700000000003;207.21;9;5
2020-05-09 00:00:00;450.7700000000003;207.21;9;5
2020-05-10 00:00:00;399.4700000000003;267.5;6;11
2020-05-11 00:00:00;455.4200000000003;223.12000000000003;4;11
2020-05-12 00:00:00;525.7900000000003;152.75;2;9
2020-05-13 00:00:00;550.3000000000003;133.99;3;5
2020-05-14 00:00:00;550.3000000000003;133.99;3;5
2020-05-15 00:00:00;483.72000000000025;203.13;3;7
