absoluteChangeSinceOneWeekAgo,absoluteChangeSinceYesterday,bestVendorBuylist,bestVendorBuylistPrice,cardId,countForTrade,fair_price,fullImageUrl,isFoil,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,quantity,setName,setUrl,url
-0.810000002384185,0,UNDEFINED,0,Defiant_StrikeWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Defiant Strike.full.jpg,True,999999,Unknown,Defiant Strike,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Defiant_Strike
-1.730000019073486,0,UNDEFINED,0,Deliver_Unto_EvilWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Deliver Unto Evil.full.jpg,True,999999,Unknown,Deliver Unto Evil,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Deliver_Unto_Evil
-0.07999999821186,0,UNDEFINED,0,DemolishWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Demolish.full.jpg,True,999999,Unknown,Demolish,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Demolish
-3.380000114440918,0,UNDEFINED,0,DesparkWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Despark.full.jpg,True,999999,Unknown,Despark,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Despark
0.0,0,UNDEFINED,0,Desperate_LungeWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Desperate Lunge.full.jpg,True,999999,Unknown,Desperate Lunge,,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Desperate_Lunge
-0.10999999940395301,0,UNDEFINED,0,Devouring_HellionWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Devouring Hellion.full.jpg,True,999999,Unknown,Devouring Hellion,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Devouring_Hellion
-0.05999999865889501,0,UNDEFINED,0,Divine_ArrowWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Divine Arrow.full.jpg,True,999999,Unknown,Divine Arrow,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Divine_Arrow
-0.46000000834465005,0,UNDEFINED,0,Domri's_AmbushWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Domri's Ambush.full.jpg,True,999999,Unknown,Domri's Ambush,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Domri's_Ambush
-2.170000076293945,0,UNDEFINED,0,"Domri,_Anarch_of_BolasWar_of_the_Spark_FoiltrueNM-M",0,0,"http://s.mtgprice.com/sets/War_of_the_Spark/img/Domri, Anarch of Bolas.full.jpg",True,999999,Unknown,"Domri, Anarch of Bolas",-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),"/sets/War_of_the_Spark_Foil/Domri,_Anarch_of_Bolas"
-3.289999961853027,0,UNDEFINED,0,Dovin's_VetoWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dovin's Veto.full.jpg,True,999999,Unknown,Dovin's Veto,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dovin's_Veto
-0.9800000190734861,0,UNDEFINED,0,"Dovin,_Hand_of_ControlWar_of_the_Spark_FoiltrueNM-M",0,0,"http://s.mtgprice.com/sets/War_of_the_Spark/img/Dovin, Hand of Control.full.jpg",True,999999,Unknown,"Dovin, Hand of Control",-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),"/sets/War_of_the_Spark_Foil/Dovin,_Hand_of_Control"
-9.899999618530273,0,UNDEFINED,0,Dreadhorde_ArcanistWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dreadhorde Arcanist.full.jpg,True,999999,Unknown,Dreadhorde Arcanist,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dreadhorde_Arcanist
-0.9800000190734861,0,UNDEFINED,0,Dreadhorde_ButcherWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dreadhorde Butcher.full.jpg,True,999999,Unknown,Dreadhorde Butcher,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dreadhorde_Butcher
-2.349999904632568,0,UNDEFINED,0,Dreadhorde_InvasionWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dreadhorde Invasion.full.jpg,True,999999,Unknown,Dreadhorde Invasion,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dreadhorde_Invasion
-0.170000001788139,0,UNDEFINED,0,Dreadhorde_TwinsWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dreadhorde Twins.full.jpg,True,999999,Unknown,Dreadhorde Twins,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dreadhorde_Twins
-0.21999999880790702,0,UNDEFINED,0,DreadmalkinWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Dreadmalkin.full.jpg,True,999999,Unknown,Dreadmalkin,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Dreadmalkin
-0.07999999821186,0,UNDEFINED,0,Duskmantle_OperativeWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Duskmantle Operative.full.jpg,True,999999,Unknown,Duskmantle Operative,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Duskmantle_Operative
-0.9800000190734861,0,UNDEFINED,0,Elite_GuardmageWar_of_the_Spark_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/War_of_the_Spark/img/Elite Guardmage.full.jpg,True,999999,Unknown,Elite Guardmage,-100.0,0,War_of_the_Spark_Foil,/spoiler_lists/War_of_the_Spar_(Foil),/sets/War_of_the_Spark_Foil/Elite_Guardmage
