name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Godless Shrine,False,1,7.5,7.15,2020-03-03
Knight of the Ebon Legion,True,1,8.17,7.36,2020-03-03
Once Upon a Time,True,1,7.99,7.97,2020-03-03
Blood Crypt,False,1,12.99,12.94,2020-03-05
Field of the Dead,True,1,13.25,13.25,2020-03-05
"Golos, Tireless Pilgrim",True,1,9.0,9.0,2020-03-05
Leyline of the Void,False,1,9.0,8.24,2020-03-05
"Oko, Thief of Crowns",False,1,11.9,11.72,2020-03-05
Blood Crypt,True,1,17.98,17.98,2020-03-06
Leyline of the Void,True,1,14.98,14.98,2020-03-07
Overgrown Tomb,False,1,10.59,10.59,2020-03-07
Finale of Devastation,False,1,13.78,13.78,2020-03-07
Fabled Passage,True,1,19.95,19.95,2020-03-07
Questing Beast,False,1,11.69,11.69,2020-03-07
