name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Godless Shrine,False,1,7.5,7.39,2020-03-03
Knight of the Ebon Legion,True,1,8.17,8.17,2020-03-03
Veil of Summer,True,1,32.84,32.84,2020-03-03
Once Upon a Time,True,1,7.99,7.99,2020-03-03
Blood Crypt,False,1,12.99,12.99,2020-03-05
Cavalier of Flame,True,1,8.54,8.54,2020-03-05
Field of the Dead,True,1,13.25,13.25,2020-03-05
"Golos, Tireless Pilgrim",True,1,9.0,9.0,2020-03-05
Leyline of the Void,False,1,9.0,9.0,2020-03-05
Mystical Dispute,True,1,7.5,7.5,2020-03-05
"Oko, Thief of Crowns",False,1,11.9,11.9,2020-03-05
