name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Breeding Pool,True,1,37.42,33.99,2020-05-24
Godless Shrine,False,1,8.2,8.2,2020-05-24
"Mu Yanling, Sky Dancer",True,1,7.99,7.99,2020-05-24
Watery Grave,True,1,20.0,19.69,2020-05-24
Field of the Dead,True,1,14.0,14.0,2020-05-25
Overgrown Tomb,False,1,11.99,11.68,2020-05-25
Temple of Abandon (Extended Art),True,1,7.99,7.99,2020-05-25
Underrealm Lich,False,1,7.24,7.09,2020-05-26
Dream Trawler (Extended Art),True,2,13.485,13.42,2020-05-27
"Kroxa, Titan of Death's Hunger (Extended Art)",False,1,34.91,32.83,2020-05-26
Agent of Treachery,True,1,15.15,15.15,2020-05-27
Narset's Reversal,True,1,9.98,9.75,2020-05-27
The Great Henge,False,2,23.485,22.98,2020-05-28
"Vivien, Arkbow Ranger",True,1,9.99,9.99,2020-05-28
Agent of Treachery,False,1,8.98,8.98,2020-05-28
"Liliana, Dreadhorde General",False,1,16.31,16.31,2020-05-28
"Kroxa, Titan of Death's Hunger",False,1,17.98,17.98,2020-05-28
"Uro, Titan of Nature's Wrath",False,1,35.59,35.59,2020-05-28
Embercleave,True,1,12.48,12.48,2020-05-28
"Oko, Thief of Crowns",False,1,12.18,12.18,2020-05-28
