name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Divine Visitation,True,1,14.22,14.22,2020-03-15
Hallowed Fountain,True,1,20.5,20.5,2020-03-17
"Sorin, Imperious Bloodlord",False,1,9.0,9.0,2020-03-17
Assassin's Trophy,False,1,12.98,12.93,2020-03-17
"Nissa, Who Shakes the World",True,1,11.36,11.34,2020-03-17
Questing Beast,False,1,10.21,10.21,2020-03-17
"Golos, Tireless Pilgrim",True,1,9.0,9.0,2020-03-19
"Chandra, Awakened Inferno",False,1,10.0,10.0,2020-03-19
"Vivien, Arkbow Ranger",False,1,8.87,8.87,2020-03-19
Embercleave,False,1,14.41,14.41,2020-03-19
