name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Leyline of the Void,True,1,12.78,12.23,2020-04-28
Narset's Reversal,True,1,7.13,7.13,2020-04-28
Assassin's Trophy,True,1,21.66,21.66,2020-04-29
Divine Visitation,True,1,14.65,14.65,2020-04-29
"Heliod, Sun-Crowned (Showcase)",True,1,17.44,17.44,2020-05-01
"Thassa, Deep-Dwelling (Showcase)",False,1,9.72,9.72,2020-05-01
Embercleave,False,1,9.03,9.03,2020-05-01
"Oko, Thief of Crowns",False,1,9.84,9.84,2020-05-01
Smothering Tithe,True,1,31.98,31.98,2020-05-02
Blood Crypt,False,1,14.28,14.28,2020-05-02
Finale of Devastation,False,1,14.62,14.62,2020-05-02
"Teferi, Time Raveler",False,1,16.98,16.98,2020-05-02
Dryad of the Ilysian Grove,False,1,7.87,7.87,2020-05-02
"Heliod, Sun-Crowned",False,1,11.26,11.26,2020-05-02
Fabled Passage,False,1,9.67,9.67,2020-05-02
