name,isFoil,Qtty,Bought_price,Current_price,Bought_date
"Uro, Titan of Nature's Wrath",True,2,56.185,55.63,2020-06-16
"Sorin, Imperious Bloodlord",False,1,10.49,10.32,2020-06-14
Spark Double,True,1,7.85,1.58,2020-06-14
"Liliana, Dreadhorde General",False,1,19.54,19.36,2020-06-14
"Teferi, Time Raveler",False,1,19.23,18.93,2020-06-14
The Great Henge,True,1,26.91,26.88,2020-06-14
Temple Garden,True,1,14.66,14.65,2020-06-15
"Thassa, Deep-Dwelling",True,1,14.16,14.15,2020-06-15
"Klothys, God of Destiny",False,1,7.56,7.55,2020-06-15
"Kroxa, Titan of Death's Hunger",False,2,23.95,23.75,2020-06-16
Rhythm of the Wild,True,1,7.92,7.92,2020-06-16
Stomping Ground,True,1,20.41,20.41,2020-06-16
Blast Zone,True,1,10.85,10.85,2020-06-16
"Teferi, Time Raveler",True,1,48.95,48.95,2020-06-16
God-Eternal Kefnet,False,1,7.12,7.12,2020-06-16
"Nicol Bolas, Dragon-God",False,1,12.53,12.53,2020-06-16
"Kroxa, Titan of Death's Hunger",True,1,23.56,23.56,2020-06-16
"Uro, Titan of Nature's Wrath",False,1,45.25,45.25,2020-06-16
The Royal Scions,True,1,8.63,8.63,2020-06-16
