name,isFoil,Qtty,Bought_price,Current_price,Bought_date
"Uro, Titan of Nature's Wrath",True,3,55.45333333333334,53.99,2020-06-19
Hydroid Krasis,True,1,28.2,25.96,2020-06-18
Hydroid Krasis,False,1,18.65,18.49,2020-06-18
Aether Gust,True,1,13.99,12.05,2020-06-18
Arclight Phoenix,False,1,7.15,3.98,2020-06-18
Assassin's Trophy,False,1,14.23,10.79,2020-06-18
Dreadhorde Arcanist,True,1,9.08,5.83,2020-06-18
God-Eternal Rhonas,True,1,7.57,5.44,2020-06-18
Questing Beast,True,1,18.98,14.99,2020-06-18
Questing Beast,False,1,15.68,12.47,2020-06-18
Stomping Ground,False,1,7.82,7.82,2020-06-19
"Ajani, Strength of the Pride",False,1,12.15,12.15,2020-06-19
"Sorin, Imperious Bloodlord",False,1,9.9,9.9,2020-06-19
Assassin's Trophy,True,1,25.0,25.0,2020-06-19
Steam Vents,True,1,19.98,19.98,2020-06-19
"Vraska, Golgari Queen",True,1,17.27,17.27,2020-06-19
Watery Grave,True,1,21.89,21.89,2020-06-19
Divine Visitation,False,1,12.98,12.98,2020-06-19
Overgrown Tomb,False,1,12.2,12.2,2020-06-19
Temple Garden,False,1,10.69,10.69,2020-06-19
"Ashiok, Dream Render",True,1,10.59,10.59,2020-06-19
God-Eternal Kefnet,True,1,8.44,8.44,2020-06-19
"Teferi, Time Raveler",True,1,25.99,25.99,2020-06-19
"Liliana, Dreadhorde General",False,1,15.71,15.71,2020-06-19
Dryad of the Ilysian Grove,True,1,10.3,10.3,2020-06-19
"Klothys, God of Destiny",True,1,7.5,7.5,2020-06-19
"Kroxa, Titan of Death's Hunger",True,1,23.0,23.0,2020-06-19
"Thassa, Deep-Dwelling",True,1,12.0,12.0,2020-06-19
Dryad of the Ilysian Grove,False,1,8.66,8.66,2020-06-19
"Kroxa, Titan of Death's Hunger",False,1,16.98,16.98,2020-06-19
"Thassa, Deep-Dwelling",False,1,10.89,10.89,2020-06-19
