name,isFoil,Qtty,Bought_price,Current_price,Bought_date
"Uro, Titan of Nature's Wrath",True,1,56.74,56.52,2020-06-12
Smothering Tithe,True,1,20.02,20.02,2020-06-14
Hallowed Fountain,False,1,9.4,9.31,2020-06-14
"Sorin, Imperious Bloodlord",False,1,10.49,9.99,2020-06-14
"Niv-Mizzet, Parun",True,1,11.13,11.13,2020-06-14
Steam Vents,True,1,18.97,17.97,2020-06-14
Spark Double,True,1,7.85,5.29,2020-06-14
"Liliana, Dreadhorde General",False,1,19.54,19.54,2020-06-14
"Teferi, Time Raveler",False,1,19.23,19.23,2020-06-14
"Klothys, God of Destiny",True,1,8.95,8.95,2020-06-14
Nyxbloom Ancient,False,1,14.48,13.65,2020-06-14
The Great Henge,True,1,26.91,13.56,2020-06-14
Godless Shrine,False,1,9.91,9.91,2020-06-15
Stomping Ground,False,1,9.1,9.1,2020-06-15
Aether Gust,True,1,13.99,13.99,2020-06-15
"Chandra, Awakened Inferno",False,1,12.37,12.37,2020-06-15
Temple Garden,True,1,14.66,14.66,2020-06-15
Sacred Foundry,False,1,11.53,11.53,2020-06-15
Temple Garden,False,1,11.64,11.64,2020-06-15
Watery Grave,False,1,10.72,10.72,2020-06-15
Finale of Devastation,False,1,17.64,17.64,2020-06-15
Dryad of the Ilysian Grove,True,1,9.54,9.54,2020-06-15
"Thassa, Deep-Dwelling",True,1,14.16,14.16,2020-06-15
"Klothys, God of Destiny",False,1,7.56,7.56,2020-06-15
"Kroxa, Titan of Death's Hunger",False,1,24.15,24.15,2020-06-15
"Thassa, Deep-Dwelling",False,1,12.69,12.69,2020-06-15
Questing Beast,False,1,15.51,15.51,2020-06-15
