name,isFoil,Qtty,Bought_price,Current_price,Bought_date
"Ajani, Strength of the Pride",False,1,10.2,9.98,2020-03-13
Overgrown Tomb,False,1,10.52,10.27,2020-03-13
Smothering Tithe,True,1,27.08,26.99,2020-03-14
Divine Visitation,True,1,14.22,14.22,2020-03-15
Fabled Passage,False,1,16.2,15.99,2020-03-15
Breeding Pool,False,1,21.0,20.93,2020-03-16
Hallowed Fountain,True,1,20.5,20.5,2020-03-17
"Sorin, Imperious Bloodlord",False,1,9.0,9.0,2020-03-17
Assassin's Trophy,False,1,12.98,12.98,2020-03-17
"Nissa, Who Shakes the World",True,1,11.36,11.36,2020-03-17
Questing Beast,False,1,10.21,10.21,2020-03-17
