name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Leyline of the Void,False,1,8.19,7.97,2020-04-27
Breeding Pool,True,1,33.0,33.0,2020-04-28
Leyline of the Void,True,1,12.78,12.74,2020-04-28
Narset's Reversal,True,1,7.13,7.13,2020-04-28
Lotus Field,True,1,10.55,10.55,2020-04-29
Veil of Summer,True,1,29.15,29.15,2020-04-29
Assassin's Trophy,True,1,21.66,21.66,2020-04-29
Chromatic Lantern,True,1,7.95,7.95,2020-04-29
Divine Visitation,True,1,14.65,14.65,2020-04-29
Underworld Breach (Extended Art),True,1,16.98,16.98,2020-04-29
"Kroxa, Titan of Death's Hunger",False,1,18.72,18.72,2020-04-29
"Kroxa, Titan of Death's Hunger (Extended Art)",False,1,25.49,25.49,2020-04-29
