name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Breeding Pool,True,1,34.49,25.42,2020-04-07
"Heliod, Sun-Crowned",True,1,12.49,10.21,2020-04-07
Shadowspear (Extended Art),False,1,8.17,8.99,2020-04-07
Lotus Field,True,2,10.99,10.99,2020-04-10
"Yarok, the Desecrated",True,2,17.189999999999998,14.36,2020-04-09
Overgrown Tomb,True,1,17.17,17.17,2020-04-08
"Polukranos, Unchained (Extended Art)",True,1,17.91,17.91,2020-04-08
Thassa's Oracle (Extended Art),False,1,7.75,7.69,2020-04-08
"Sorin, Imperious Bloodlord",False,1,8.19,8.29,2020-04-09
Overgrown Tomb,False,2,8.835,8.68,2020-04-10
Hydroid Krasis,False,1,15.26,15.26,2020-04-10
Leyline of the Void,True,1,9.77,9.77,2020-04-10
Veil of Summer,True,1,28.49,28.49,2020-04-10
"Kroxa, Titan of Death's Hunger",True,1,17.65,17.65,2020-04-10
Thassa's Oracle (Extended Art),True,1,28.36,28.36,2020-04-10
Dryad of the Ilysian Grove,False,1,7.42,7.42,2020-04-10
"Heliod, Sun-Crowned",False,1,9.99,9.99,2020-04-10
Nyxbloom Ancient (Extended Art),False,1,17.49,17.49,2020-04-10
Embercleave,True,1,10.44,10.44,2020-04-10
Fabled Passage,True,1,14.17,14.17,2020-04-10
Embercleave,False,1,9.18,9.18,2020-04-10
Fabled Passage,False,1,9.89,9.89,2020-04-10
Questing Beast,False,1,9.69,9.69,2020-04-10
The Great Henge,False,1,14.89,14.89,2020-04-10
